,name,city,state,url,rank,tuition,enroll,rank,blurb,salary,employment_rate
5,University of North Carolina--Pembroke,Pembroke,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-carolina-at-pembroke-01781,Unranked,,,Unranked,The School of Business at University of North Carolina--Pembroke offers these departments and concentrations: finance and supply chain management/logistics.,N/A,N/A
6,University of North Carolina--Wilmington (Cameron),Wilmington,NC,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-carolina-wilmington-01270,Unranked,,73.0,Unranked,"The Cameron School of Business at University of North Carolina--Wilmington (Cameron) offers these departments and concentrations: entrepreneurship, finance, general management, health care administration, human resources management, international business, marketing, and supply chain management/logistics.",N/A,N/A
7,University of North Dakota,Grand Forks,ND,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-dakota-01251,Unranked,,,Unranked,"The College of Business and Public Administration at University of North Dakota offers these departments and concentrations: accounting, economics, entrepreneurship, finance, general management, health care administration, human resources management, marketing, management information systems, production/operations management, organizational behavior, and public administration.",N/A,N/A
8,University of Northern Colorado (Monfort),Greeley,CO,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-northern-colorado-01768,Unranked,,,Unranked,"The Monfort College of Business at University of Northern Colorado (Monfort) offers these departments and concentrations: general management, health care administration, and human resources management.",N/A,N/A
9,University of Northern Iowa,Cedar Falls,IA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-northern-iowa-01269,Unranked,,,Unranked,"The College of Business Administration at University of Northern Iowa offers these departments and concentrations: general management. Its tuition is part-time: $606 per credit (in-state) and part-time: $1,187 per credit (out-of-state).",N/A,N/A
0,University of North Florida (Coggin),Jacksonville,FL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-florida-01052,Unranked,,17.0,Unranked,"The Coggin College of Business at University of North Florida (Coggin) offers these departments and concentrations: accounting, e-commerce, economics, finance, general management, international business, marketing, and supply chain management/logistics. Its tuition is part-time: $408 per credit (in-state) and part-time: $959 per credit (out-of-state).",N/A,N/A
1,University of North Georgia,Dahlonega,GA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-north-georgia-01593,Unranked,,0.0,Unranked,"The Mike Cottrell College of Business at University of North Georgia offers these departments and concentrations: accounting, entrepreneurship, and technology. Its tuition is part-time: $525 per credit (in-state); part-time: $1,765 per credit (out-of-state); specialty master's: $230 per credit (in-state); and specialty master's: $916 per credit (out-of-state).",N/A,N/A
2,University of Portland (Pamplin),Portland,OR,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-portland-01187,Unranked,1376.0,24.0,Unranked,"The Dr. Robert B. Pamplin, Jr. School of Business Administration at University of Portland (Pamplin) offers these departments and concentrations: entrepreneurship, finance, manufacturing and technology management, marketing, production/operations management, and technology. Its tuition is full-time: $1,376 per credit; part-time: $1,376 per credit; and specialty master's: $1,376 per credit.",N/A,N/A
3,University of Puerto Rico--Rio Piedras,San Juan,PR,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-puerto-rico-rio-piedras-campus-01812,Unranked,,,Unranked,The business school at University of Puerto Rico--Rio Piedras offers these departments and concentrations: .,N/A,N/A
4,University of Rhode Island,Kingston,RI,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-rhode-island-01197,Unranked,14096.0,46.0,Unranked,"The College of Business Administration at University of Rhode Island offers these departments and concentrations: accounting, finance, general management, health care administration, marketing, and supply chain management/logistics. Its tuition is full-time: $14,096 per year (in-state); full-time: $27,214 per year (out-of-state); part-time: $783 per credit (in-state); part-time: $1,512 per credit (out-of-state); specialty master's: $783 per credit (in-state); and specialty master's: $1,512 per credit (out-of-state).",N/A,N/A
5,University of Richmond (Robins),Richmond,VA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-richmond-01233,Unranked,,,Unranked,"The tuition at the E. Claiborne Robins School of Business at University of Richmond (Robins) is part-time: $1,470 per credit.",N/A,N/A
6,University of Scranton,Scranton,PA,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-scranton-01296,Unranked,,,Unranked,"The Kania School of Management at University of Scranton offers these departments and concentrations: accounting, finance, general management, health care administration, international business, marketing, management information systems, and production/operations management. Its tuition is part-time: $965 per credit and specialty master's: $965 per credit.",N/A,N/A
7,University of South Alabama (Mitchell),Mobile,AL,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-south-alabama-01005,Unranked,,,Unranked,,N/A,N/A
8,University of Southern Indiana,Evansville,IN,https://www.usnews.com/best-graduate-schools/top-business-schools/university-of-southern-indiana-01315,Unranked,401.0,51.0,Unranked,"The Romain College of Business at University of Southern Indiana offers these departments and concentrations: accounting, general management, health care administration, human resources management, industrial management, and quantitative analysis/statistics and operations research. Its tuition is full-time: $401 per credit (in-state); full-time: $785 per credit (out-of-state); part-time: $401 per credit (in-state); and part-time: $785 per credit (out-of-state).",N/A,N/A
